                    QOI  subset    p    s    b       beta0         beta1    gamma1     objective  p-value
6810     Tavg_z0.03_t12       0  1.0  1.0   43  312.570346  4.065498e+00  0.250000  8.577350e-02      NaN
6811     Tavg_z0.03_t12       0  1.0  1.0   44  313.384831 -1.563913e+03  1.790744  6.810378e-03      NaN
6812     Tavg_z0.03_t12       0  1.0  1.0   45  313.385767 -5.024421e+02  1.591916  1.005682e-02      NaN
6813     Tavg_z0.03_t12       0  1.0  1.0   46  313.381468 -4.137757e+03  1.975000  1.000378e-02      NaN
6814     Tavg_z0.03_t12       0  1.0  1.0   47  313.381453 -4.882749e+03  2.000000  8.820673e-03      NaN
6815     Tavg_z0.03_t12       0  1.0  1.0   48  313.381454 -4.898887e+03  2.000000  1.010414e-01      NaN
6816     Tavg_z0.03_t12       0  1.0  1.0   49  313.361183 -3.376799e+03  2.000000  5.071830e-02      NaN
6817     Tavg_z0.03_t12       0  1.0  1.0   50  313.363413 -1.244254e+04  2.000000  2.366555e-02      NaN
6818     Tavg_z0.03_t12       0  1.0  1.0   51  313.382036 -4.898969e+03  2.000000  1.643428e-03      NaN
6819     Tavg_z0.03_t12       0  1.0  1.0   52  313.552920 -1.036918e+00  0.250000  4.281074e-02      NaN
6820     Tavg_z0.03_t12       0  1.0  1.0   53  313.381191 -4.805045e+03  2.000000  1.116145e-02      NaN
6821     Tavg_z0.03_t12       0  1.0  1.0   54  313.381455 -4.898931e+03  2.000000  2.357428e-02      NaN
6822     Tavg_z0.03_t12       0  1.0  1.0   55  313.381966 -8.065061e+02  1.703231  8.937790e-02      NaN
6823     Tavg_z0.03_t12       0  1.0  1.0   56  313.401420 -3.303325e+01  1.075102  2.656456e-02      NaN
6824     Tavg_z0.03_t12       0  1.0  1.0   57  313.381456 -4.905510e+03  2.000000  9.461132e-03      NaN
6825     Tavg_z0.03_t12       0  1.0  1.0   58  313.420086 -8.500542e-01  0.436806  1.318015e-02      NaN
6826     Tavg_z0.03_t12       0  1.0  1.0   59  313.388976 -1.434665e+03  1.754598  1.345328e-02      NaN
6827     Tavg_z0.03_t12       0  1.0  1.0   60  313.383289 -3.998218e+03  1.958008  7.451215e-02      NaN
6828     Tavg_z0.03_t12       0  1.0  1.0   61  313.381211 -4.876014e+03  2.000000  1.093913e-01      NaN
6829     Tavg_z0.03_t12       0  1.0  1.0   62  313.381455 -4.898924e+03  2.000000  3.149941e-02      NaN
6830     Tavg_z0.03_t12       0  1.0  1.0   63  313.382123 -3.804106e+03  1.957812  2.636574e-02      NaN
6831     Tavg_z0.03_t12       0  1.0  1.0   64  313.381153 -4.019341e+03  2.000000  8.926681e-03      NaN
6832     Tavg_z0.03_t12       0  1.0  1.0   65  313.411403 -6.035517e+00  0.731540  3.797286e-02      NaN
6833     Tavg_z0.03_t12       0  1.0  1.0   66  313.382045 -4.964514e+03  2.000000  1.630916e-02      NaN
6834     Tavg_z0.03_t12       0  1.0  1.0   67  313.381462 -4.554564e+03  1.988672  3.587795e-02      NaN
6835     Tavg_z0.03_t12       0  1.0  1.0   68  313.400053 -6.778283e+00  0.772542  2.052855e-02      NaN
6836     Tavg_z0.03_t12       0  1.0  1.0   69  313.384307 -2.259305e+03  1.845581  2.493266e-02      NaN
6837     Tavg_z0.03_t12       0  1.0  1.0   70  313.382042 -4.920890e+03  2.000000  3.703033e-03      NaN
6838     Tavg_z0.03_t12       0  1.0  1.0   71  313.381462 -4.926136e+03  2.000000  4.408195e-02      NaN
6839     Tavg_z0.03_t12       0  1.0  1.0   72  313.382063 -4.612889e+03  1.987305  3.200314e-02      NaN
6840     Tavg_z0.03_t12       0  1.0  1.0   73  313.403895 -1.309341e+01  0.818522  6.915788e-02      NaN
6841     Tavg_z0.03_t12       0  1.0  1.0   74  313.381452 -4.866507e+03  2.000000  5.316377e-03      NaN
6842     Tavg_z0.03_t12       0  1.0  1.0   75  313.381450 -4.825921e+03  2.000000  9.156102e-03      NaN
6843     Tavg_z0.03_t12       0  1.0  1.0   76  313.415862 -2.507361e-01  0.250000  6.682363e-02      NaN
6844     Tavg_z0.03_t12       0  1.0  1.0   77  313.389470 -5.317783e+02  1.574452  3.267883e-02      NaN
6845     Tavg_z0.03_t12       0  1.0  1.0   78  313.380172 -3.968330e+03  2.000000  5.358586e-02      NaN
6846     Tavg_z0.03_t12       0  1.0  1.0   79  313.384180 -3.354849e+03  1.923633  1.792734e-02      NaN
6847     Tavg_z0.03_t12       0  1.0  1.0   80  313.565091 -1.316674e+00  0.288867  3.466981e-02      NaN
6848     Tavg_z0.03_t12       0  1.0  1.0   81  313.361201 -3.626372e+03  2.000000  1.613166e-02      NaN
6849     Tavg_z0.03_t12       0  1.0  1.0   82  313.394597 -1.251242e+02  1.271815  5.026015e-02      NaN
6850     Tavg_z0.03_t12       0  1.0  1.0   83  313.381217 -4.899033e+03  2.000000  5.514011e-02      NaN
6851     Tavg_z0.03_t12       0  1.0  1.0   84  313.481451 -7.275410e-01  0.250000  7.749784e-02      NaN
6852     Tavg_z0.03_t12       0  1.0  1.0   85  313.381459 -4.808612e+03  1.996094  3.313797e-03      NaN
6853     Tavg_z0.03_t12       0  1.0  1.0   86  313.384776 -2.850521e+02  1.522087  5.030907e-02      NaN
6854     Tavg_z0.03_t12       0  1.0  1.0   87  313.408298 -2.055498e+01  0.909342  3.425263e-02      NaN
6855     Tavg_z0.03_t12       0  1.0  1.0   88  313.381454 -4.898920e+03  2.000000  3.579209e-03      NaN
6856     Tavg_z0.03_t12       0  1.0  1.0   89  313.430958 -3.336363e-01  0.250000  2.225287e-02      NaN
6857     Tavg_z0.03_t12       0  1.0  1.0   90  313.381455 -4.898940e+03  2.000000  9.430469e-02      NaN
6858     Tavg_z0.03_t12       0  1.0  1.0   91  313.384089 -4.972096e+03  2.000000  9.136699e-02      NaN
6859     Tavg_z0.03_t12       0  1.0  1.0   92  313.400996 -1.338247e+02  1.256597  3.448463e-02      NaN
6860     Tavg_z0.03_t12       0  1.0  1.0   93  313.382094 -4.541239e+03  1.984473  3.433391e-03      NaN
6861     Tavg_z0.03_t12       0  1.0  1.0   94  313.381454 -4.898343e+03  2.000000  3.142649e-02      NaN
6862     Tavg_z0.03_t12       0  1.0  1.0   95  313.458476 -6.036392e-01  0.250000  3.220079e-02      NaN
6863     Tavg_z0.03_t12       0  1.0  1.0   96  313.397622 -1.799500e+03  1.786854  1.100201e-02      NaN
6864     Tavg_z0.03_t12       0  1.0  1.0   97  313.381328 -3.161466e+03  2.000000  5.397553e-03      NaN
6865     Tavg_z0.03_t12       0  1.0  1.0   98  313.381873 -1.074913e+03  1.721008  8.175238e-02      NaN
6866     Tavg_z0.03_t12       0  1.0  1.0   99  313.384952 -8.657228e+02  1.675146  2.008074e-02      NaN
6867     Tavg_z0.03_t12       0  1.0  1.0  100  313.384160 -4.974140e+03  2.000000  1.206789e-02      NaN
6868     Tavg_z0.03_t12       0  2.0  0.0    0  313.405590 -1.135514e+04  2.000000  5.738842e-02      NaN
6869     Tavg_z0.03_t12       0  2.0  0.0    1  313.403430 -1.599405e+02  1.182357  2.500568e-02      NaN
6870     Tavg_z0.03_t12       0  2.0  0.0    2  313.437620 -2.218064e+03  1.638723  4.730364e-02      NaN
6871     Tavg_z0.03_t12       0  2.0  0.0    3  313.440025 -1.449691e+04  2.000000  6.990496e-02      NaN
6872     Tavg_z0.03_t12       0  2.0  0.0    4  313.404038 -1.150467e+04  2.000000  1.828135e-02      NaN
6873     Tavg_z0.03_t12       0  2.0  0.0    5  313.396029 -9.988923e+03  2.000000  4.986921e-02      NaN
6874     Tavg_z0.03_t12       0  2.0  0.0    6  313.408012 -9.721908e+03  1.956641  5.646943e-02      NaN
6875     Tavg_z0.03_t12       0  2.0  0.0    7  313.361697 -2.081718e+03  1.788717  3.288314e-02      NaN
6876     Tavg_z0.03_t12       0  2.0  0.0    8  313.518147 -3.715063e+01  0.842122  6.664433e-02      NaN
6877     Tavg_z0.03_t12       0  2.0  0.0    9  313.418640 -6.913208e+02  1.441915  5.853964e-02      NaN
6878     Tavg_z0.03_t12       0  2.0  0.0   10  313.392618 -1.118507e+04  2.000000  2.864010e-02      NaN
6879     Tavg_z0.03_t12       0  2.0  0.0   11  313.405552 -1.124821e+04  2.000000  5.709395e-02      NaN
6880     Tavg_z0.03_t12       0  2.0  0.0   12  313.447474 -8.479916e+02  1.464604  5.051045e-02      NaN
6881     Tavg_z0.03_t12       0  2.0  0.0   13  313.419340 -1.095858e+04  2.000000  6.907716e-02      NaN
6882     Tavg_z0.03_t12       0  2.0  0.0   14  313.452835 -1.384826e+04  2.000000  7.952908e-02      NaN
6883     Tavg_z0.03_t12       0  2.0  0.0   15  313.435282 -6.058744e+03  1.876614  8.866148e-02      NaN
6884     Tavg_z0.03_t12       0  2.0  0.0   16  313.412745 -7.752484e+03  1.911133  5.731343e-02      NaN
6885     Tavg_z0.03_t12       0  2.0  0.0   17  313.400537 -5.009587e+03  1.835266  1.314667e-02      NaN
6886     Tavg_z0.03_t12       0  2.0  0.0   18  313.401430 -1.131467e+04  2.000000  1.690915e-02      NaN
6887     Tavg_z0.03_t12       0  2.0  0.0   19  313.379972 -1.010621e+04  2.000000  6.386292e-02      NaN
6888     Tavg_z0.03_t12       0  2.0  0.0   20  313.444597 -1.460083e+04  2.000000  6.376091e-02      NaN
6889     Tavg_z0.03_t12       0  2.0  0.0   21  313.399768 -2.844744e+03  1.726915  2.359090e-02      NaN
6890     Tavg_z0.03_t12       0  2.0  0.0   22  313.384835 -9.394289e+03  2.000000  5.248639e-02      NaN
6891     Tavg_z0.03_t12       0  2.0  0.0   23  313.426258 -1.058003e+04  2.000000  8.790190e-02      NaN
6892     Tavg_z0.03_t12       0  2.0  0.0   24  313.380397 -1.075539e+04  2.000000  3.299243e-02      NaN
6893     Tavg_z0.03_t12       0  2.0  0.0   25  313.402245 -1.669077e+03  1.611504  1.707123e-02      NaN
6894     Tavg_z0.03_t12       0  2.0  0.0   26  313.434763 -1.102878e+04  2.000000  8.316435e-02      NaN
6895     Tavg_z0.03_t12       0  2.0  0.0   27  313.400608 -6.065818e+03  1.869649  1.155521e-02      NaN
6896     Tavg_z0.03_t12       0  2.0  0.0   28  313.437892 -1.368204e+02  1.120669  5.759522e-02      NaN
6897     Tavg_z0.03_t12       0  2.0  0.0   29  313.439417 -1.329673e+03  1.559348  4.779224e-02      NaN
6898     Tavg_z0.03_t12       0  2.0  0.0   30  313.406771 -1.126558e+04  2.000000  5.123693e-02      NaN
6899     Tavg_z0.03_t12       0  2.0  0.0   31  313.392906 -1.130034e+04  2.000000  1.420542e-02      NaN
6900     Tavg_z0.03_t12       0  2.0  0.0   32  313.412230 -1.215089e+04  2.000000  5.059043e-02      NaN
6901     Tavg_z0.03_t12       0  2.0  0.0   33  313.414180 -1.222622e+04  2.000000  5.145458e-02      NaN
6902     Tavg_z0.03_t12       0  2.0  0.0   34  313.447294 -1.038608e+03  1.503963  6.976918e-02      NaN
6903     Tavg_z0.03_t12       0  2.0  0.0   35  313.382578 -1.070831e+04  2.000000  2.467979e-02      NaN
6904     Tavg_z0.03_t12       0  2.0  0.0   36  313.381756 -1.107472e+04  2.000000  2.381982e-02      NaN
6905     Tavg_z0.03_t12       0  2.0  0.0   37  313.420509 -4.527579e+03  1.820279  5.663782e-02      NaN
6906     Tavg_z0.03_t12       0  2.0  0.0   38  313.399951 -4.135846e+03  1.789510  2.265542e-02      NaN
6907     Tavg_z0.03_t12       0  2.0  0.0   39  313.517204 -3.575122e+01  0.876058  7.706845e-02      NaN
6908     Tavg_z0.03_t12       0  2.0  0.0   40  313.409408 -3.226458e+02  1.363818  6.856743e-02      NaN
6909     Tavg_z0.03_t12       0  2.0  0.0   41  313.416348 -1.132517e+04  2.000000  7.407674e-02      NaN
6910     Tavg_z0.03_t12       0  2.0  0.0   42  313.418276 -1.977731e+03  1.664290  5.099603e-02      NaN
6911     Tavg_z0.03_t12       0  2.0  0.0   43  313.412805 -8.138069e+03  2.000000  7.612951e-02      NaN
6912     Tavg_z0.03_t12       0  2.0  0.0   44  313.428938 -1.278640e+04  1.983789  4.950636e-02      NaN
6913     Tavg_z0.03_t12       0  2.0  0.0   45  313.390760 -9.804749e+03  1.968457  1.276055e-02      NaN
6914     Tavg_z0.03_t12       0  2.0  0.0   46  313.404666 -9.807590e+03  1.983496  1.591066e-02      NaN
6915     Tavg_z0.03_t12       0  2.0  0.0   47  313.399303 -9.221358e+03  2.000000  4.449754e-02      NaN
6916     Tavg_z0.03_t12       0  2.0  0.0   48  313.381942 -5.793964e+03  2.000000  3.975712e-02      NaN
6917     Tavg_z0.03_t12       0  2.0  0.0   49  313.427222 -2.439298e+02  1.249495  1.798899e-02      NaN
6918     Tavg_z0.03_t12       0  2.0  0.0   50  313.430288 -1.147667e+04  2.000000  7.046416e-02      NaN
6919     Tavg_z0.03_t12       0  2.0  0.0   51  313.381495 -2.097578e+03  1.695915  2.760717e-02      NaN
6920     Tavg_z0.03_t12       0  2.0  0.0   52  313.454269 -8.423435e+02  1.461768  4.219633e-02      NaN
6921     Tavg_z0.03_t12       0  2.0  0.0   53  313.402512 -7.823594e+03  1.917969  1.208584e-02      NaN
6922     Tavg_z0.03_t12       0  2.0  0.0   54  313.447952 -5.671369e+02  1.391833  5.030933e-02      NaN
6923     Tavg_z0.03_t12       0  2.0  0.0   55  313.387020 -1.137397e+04  2.000000  2.563166e-02      NaN
6924     Tavg_z0.03_t12       0  2.0  0.0   56  313.463090 -1.793192e+03  1.610796  5.882808e-02      NaN
6925     Tavg_z0.03_t12       0  2.0  0.0   57  313.407776 -7.665257e+03  1.919434  1.669867e-02      NaN
6926     Tavg_z0.03_t12       0  2.0  0.0   58  313.447315 -1.243247e+04  2.000000  7.826152e-02      NaN
6927     Tavg_z0.03_t12       0  2.0  0.0   59  313.431453 -1.156548e+04  2.000000  6.576481e-02      NaN
6928     Tavg_z0.03_t12       0  2.0  0.0   60  313.423203 -1.364766e+04  2.000000  5.085206e-02      NaN
6929     Tavg_z0.03_t12       0  2.0  0.0   61  313.443515 -7.021763e+02  1.433407  4.609545e-02      NaN
6930     Tavg_z0.03_t12       0  2.0  0.0   62  313.412132 -1.154620e+04  2.000000  7.900216e-02      NaN
6931     Tavg_z0.03_t12       0  2.0  0.0   63  313.423001 -1.817383e+03  1.604267  6.320212e-02      NaN
6932     Tavg_z0.03_t12       0  2.0  0.0   64  313.390139 -1.024162e+04  2.000000  2.623509e-02      NaN
6933     Tavg_z0.03_t12       0  2.0  0.0   65  313.386954 -1.126945e+04  2.000000  6.471869e-02      NaN
6934     Tavg_z0.03_t12       0  2.0  0.0   66  313.385346 -3.955736e+02  1.422477  4.274226e-02      NaN
6935     Tavg_z0.03_t12       0  2.0  0.0   67  313.409188 -1.115734e+04  2.000000  7.933818e-02      NaN
6936     Tavg_z0.03_t12       0  2.0  0.0   68  313.410398 -1.183265e+04  2.000000  5.738771e-02      NaN
6937     Tavg_z0.03_t12       0  2.0  0.0   69  313.398223 -1.172998e+04  2.000000  6.193534e-02      NaN
6938     Tavg_z0.03_t12       0  2.0  0.0   70  313.413173 -1.451400e+03  1.587354  6.027089e-02      NaN
6939     Tavg_z0.03_t12       0  2.0  0.0   71  313.396820 -7.212329e+02  1.467301  3.611045e-02      NaN
6940     Tavg_z0.03_t12       0  2.0  0.0   72  313.421270 -1.202770e+04  2.000000  5.607291e-02      NaN
6941     Tavg_z0.03_t12       0  2.0  0.0   73  313.396912 -1.129630e+04  2.000000  6.246511e-02      NaN
6942     Tavg_z0.03_t12       0  2.0  0.0   74  313.431296 -1.157232e+04  2.000000  8.918493e-02      NaN
6943     Tavg_z0.03_t12       0  2.0  0.0   75  313.431765 -1.154429e+03  1.549121  4.815618e-02      NaN
6944     Tavg_z0.03_t12       0  2.0  0.0   76  313.380228 -1.030259e+03  1.632509  2.577626e-02      NaN
6945     Tavg_z0.03_t12       0  2.0  0.0   77  313.400269 -1.003661e+04  2.000000  4.993265e-02      NaN
6946     Tavg_z0.03_t12       0  2.0  0.0   78  313.433369 -6.488703e+02  1.423100  5.315475e-02      NaN
6947     Tavg_z0.03_t12       0  2.0  0.0   79  313.510061 -2.098726e+01  0.785645  6.024952e-02      NaN
6948     Tavg_z0.03_t12       0  2.0  0.0   80  313.424305 -1.023280e+04  2.000000  6.449160e-02      NaN
6949     Tavg_z0.03_t12       0  2.0  0.0   81  313.365663 -5.006588e+03  1.843201  3.124678e-02      NaN
6950     Tavg_z0.03_t12       0  2.0  0.0   82  313.403349 -1.298339e+04  2.000000  2.115000e-02      NaN
6951     Tavg_z0.03_t12       0  2.0  0.0   83  313.414455 -1.360507e+04  2.000000  5.119436e-02      NaN
6952     Tavg_z0.03_t12       0  2.0  0.0   84  313.413484 -1.052837e+04  2.000000  7.286194e-02      NaN
6953     Tavg_z0.03_t12       0  2.0  0.0   85  313.431368 -8.789123e+01  1.095928  3.705269e-02      NaN
6954     Tavg_z0.03_t12       0  2.0  0.0   86  313.441039 -4.383547e+03  1.786953  6.604272e-02      NaN
6955     Tavg_z0.03_t12       0  2.0  0.0   87  313.409813 -1.179200e+04  2.000000  5.663561e-02      NaN
6956     Tavg_z0.03_t12       0  2.0  0.0   88  313.375972 -1.225494e+04  2.000000  2.990875e-02      NaN
6957     Tavg_z0.03_t12       0  2.0  0.0   89  313.384025 -9.782323e+03  2.000000  5.877237e-02      NaN
6958     Tavg_z0.03_t12       0  2.0  0.0   90  313.449001 -1.708059e+03  1.596086  6.842862e-02      NaN
6959     Tavg_z0.03_t12       0  2.0  0.0   91  313.396747 -1.015121e+04  1.976758  1.487496e-02      NaN
6960     Tavg_z0.03_t12       0  2.0  0.0   92  313.380097 -1.056595e+04  2.000000  2.253948e-02      NaN
6961     Tavg_z0.03_t12       0  2.0  0.0   93  313.517787 -3.258117e+02  1.245318  8.119576e-02      NaN
6962     Tavg_z0.03_t12       0  2.0  0.0   94  313.458503 -1.037657e+03  1.500090  6.782696e-02      NaN
6963     Tavg_z0.03_t12       0  2.0  0.0   95  313.396513 -1.174057e+04  2.000000  1.134290e-02      NaN
6964     Tavg_z0.03_t12       0  2.0  0.0   96  313.382496 -1.129710e+04  2.000000  2.097571e-02      NaN
6965     Tavg_z0.03_t12       0  2.0  0.0   97  313.372350 -1.214785e+03  1.593018  3.533286e-02      NaN
6966     Tavg_z0.03_t12       0  2.0  0.0   98  313.421411 -1.199773e+04  2.000000  7.367325e-02      NaN
6967     Tavg_z0.03_t12       0  2.0  0.0   99  313.534495 -3.124726e+01  0.812174  5.626559e-02      NaN
6968     Tavg_z0.03_t12       0  2.0  0.0  100  313.389940 -1.288482e+04  2.000000  7.813915e-03      NaN
6969     Tavg_z0.03_t12       0  2.0  1.0    0  313.382666 -8.166785e+03  2.000000  8.302152e-03      NaN
6970     Tavg_z0.03_t12       0  2.0  1.0    1  313.594942 -1.599591e+00  0.250000  4.146582e-02      NaN
6971     Tavg_z0.03_t12       0  2.0  1.0    2  312.921342  2.665460e+00  0.250000  6.921379e-02      NaN
6972     Tavg_z0.03_t12       0  2.0  1.0    3  313.395004 -8.945624e+03  2.000000  2.221086e-02      NaN
6973     Tavg_z0.03_t12       0  2.0  1.0    4  313.771586 -2.368773e+00  0.250000  4.297773e-02      NaN
6974     Tavg_z0.03_t12       0  2.0  1.0    5  313.518966 -1.136906e+00  0.250000  5.637246e-02      NaN
6975     Tavg_z0.03_t12       0  2.0  1.0    6  313.383502 -7.668413e+03  2.000000  3.106483e-03      NaN
6976     Tavg_z0.03_t12       0  2.0  1.0    7  313.418578 -1.381867e+03  1.626766  5.123956e-02      NaN
6977     Tavg_z0.03_t12       0  2.0  1.0    8  313.413292 -1.428831e+02  1.154785  1.864395e-02      NaN
6978     Tavg_z0.03_t12       0  2.0  1.0    9  313.383959 -7.849319e+03  2.000000  4.229192e-03      NaN
6979     Tavg_z0.03_t12       0  2.0  1.0   10  313.552204 -1.435120e+00  0.250000  6.819773e-02      NaN
6980     Tavg_z0.03_t12       0  2.0  1.0   11  313.853550 -2.944004e+00  0.250000  4.279763e-02      NaN
6981     Tavg_z0.03_t12       0  2.0  1.0   12  312.964622  1.871654e+00  0.250000  4.108378e-02      NaN
6982     Tavg_z0.03_t12       0  2.0  1.0   13  313.407526 -7.715727e+03  2.000000  4.557839e-02      NaN
6983     Tavg_z0.03_t12       0  2.0  1.0   14  313.494201 -4.782264e+00  0.473958  6.561218e-02      NaN
6984     Tavg_z0.03_t12       0  2.0  1.0   15  312.898244  2.836670e+00  0.250000  6.916030e-02      NaN
6985     Tavg_z0.03_t12       0  2.0  1.0   16  313.496293 -9.645345e-01  0.250000  5.743541e-02      NaN
6986     Tavg_z0.03_t12       0  2.0  1.0   17  313.420775 -1.124626e+03  1.594040  5.886934e-02      NaN
6987     Tavg_z0.03_t12       0  2.0  1.0   18  313.562620 -1.321875e+00  0.250000  3.933214e-02      NaN
6988     Tavg_z0.03_t12       0  2.0  1.0   19  313.393518 -1.252900e+04  2.000000  2.943219e-02      NaN
6989     Tavg_z0.03_t12       0  2.0  1.0   20  313.412445 -2.020212e+02  1.284766  7.739024e-03      NaN
6990     Tavg_z0.03_t12       0  2.0  1.0   21  313.297596  5.328374e-01  0.275879  9.645645e-02      NaN
6991     Tavg_z0.03_t12       0  2.0  1.0   22  313.511067 -1.074956e+00  0.250000  5.612714e-02      NaN
6992     Tavg_z0.03_t12       0  2.0  1.0   23  313.713496 -2.378942e+00  0.250000  4.158546e-02      NaN
6993     Tavg_z0.03_t12       0  2.0  1.0   24  313.390388 -5.217991e+03  2.000000  1.977410e-02      NaN
6994     Tavg_z0.03_t12       0  2.0  1.0   25  313.388025 -8.248444e+03  2.000000  8.420484e-03      NaN
6995     Tavg_z0.03_t12       0  2.0  1.0   26  313.383406 -6.388357e+03  2.000000  7.457518e-03      NaN
6996     Tavg_z0.03_t12       0  2.0  1.0   27  313.392992 -7.465960e+03  2.000000  2.825802e-02      NaN
